alumno,carrera,sexo,calidad
16379,Curso de Ingreso UNViMe,F,A
16380,Profesorado de Educación Inicial,F,A
16381,Curso de Ingreso UNViMe,F,A
16382,Licenciatura en Economía,M,A
16383,Curso de Ingreso UNViMe,M,A
16384,Licenciatura en Enfermería,F,A
16385,Curso de Ingreso UNViMe,F,A
16386,Programador Universitario de Sistemas,M,A
16387,Curso de Ingreso UNViMe,M,A
16388,Ingeniería en Sistemas de Información,M,A
16389,Curso de Ingreso UNViMe,M,A
16390,Licenciatura en Kinesiología y Fisiatría,M,A
16391,Curso de Ingreso UNViMe,M,A
16392,Ingeniería en Sistemas de Información,M,A
16393,Curso de Ingreso UNViMe,M,A
16394,Ingeniería en Sistemas de Información,M,A
16395,Curso de Ingreso UNViMe,M,A
16396,Licenciatura en Enfermería,F,A
16397,Curso de Ingreso UNViMe,F,A
16398,Programador Universitario de Sistemas,M,A
16399,Curso de Ingreso UNViMe,M,A
16400,Ingeniería en Sistemas de Información,M,A
16401,Licenciatura en Obstetricia,F,A
16402,Curso de Ingreso UNViMe,F,A
16403,Licenciatura en Obstetricia,F,A
16404,Curso de Ingreso UNViMe,F,A
16405,Ingeniería en Sistemas de Información,M,A
16406,Curso de Ingreso UNViMe,M,A
16407,Licenciatura en Enfermería,F,A
16408,Curso de Ingreso UNViMe,F,A
16409,Licenciatura en Enfermería,F,A
16410,Curso de Ingreso UNViMe,F,A
16411,Licenciatura en Enfermería,F,A
16412,Curso de Ingreso UNViMe,F,A
16413,Licenciatura en Enfermería,F,A
16414,Curso de Ingreso UNViMe,F,A
16415,Licenciatura en Enfermería,M,A
16416,Curso de Ingreso UNViMe,M,A
16417,Programador Universitario de Sistemas,M,A
16418,Curso de Ingreso UNViMe,M,A
16419,Ingeniería en Sistemas de Información,M,A
16420,Licenciatura en Enfermería,F,A
16421,Curso de Ingreso UNViMe,F,A
16422,Licenciatura en Enfermería,F,A
16423,Curso de Ingreso UNViMe,F,A
16424,Ingeniería en Sistemas de Información,M,A
16425,Curso de Ingreso UNViMe,M,A
16426,Programador Universitario de Sistemas,M,A
16427,Licenciatura en Enfermería,F,A
16428,Curso de Ingreso UNViMe,F,A
16429,Licenciatura en Enfermería,F,A
16430,Curso de Ingreso UNViMe,F,A
16431,Licenciatura en Enfermería,M,A
16432,Curso de Ingreso UNViMe,M,A
16433,Ingeniería en Sistemas de Información,M,A
16434,Curso de Ingreso UNViMe,M,A
16435,Ingeniería en Sistemas de Información,M,A
16436,Curso de Ingreso UNViMe,M,A
16437,Licenciatura en Enfermería,F,A
16438,Curso de Ingreso UNViMe,F,A
16439,Ingeniería en Sistemas de Información,M,A
16440,Curso de Ingreso UNViMe,M,A
16441,Licenciatura en Logística,F,A
16442,Curso de Ingreso UNViMe,F,A
16443,Programador Universitario de Sistemas,M,A
16444,Curso de Ingreso UNViMe,M,A
16445,Licenciatura en Enfermería,F,A
16446,Licenciatura en Obstetricia,F,A
16447,Curso de Ingreso UNViMe,F,A
16448,Licenciatura en Kinesiología y Fisiatría,F,A
16449,Curso de Ingreso UNViMe,F,A
16450,Licenciatura en Obstetricia,F,A
16451,Curso de Ingreso UNViMe,F,A
16452,Licenciatura en Diseño de Comunicación,F,A
16453,Curso de Ingreso UNViMe,F,A
16454,Ingeniería en Sistemas de Información,M,A
16455,Curso de Ingreso UNViMe,M,A
16456,Licenciatura en Enfermería,M,A
16457,Curso de Ingreso UNViMe,M,A
16458,Licenciatura en Enfermería,F,A
16459,Curso de Ingreso UNViMe,F,A
16460,Profesorado de Educación Inicial,F,A
16461,Profesorado de Educación Inicial,F,A
16462,Programador Universitario de Sistemas,F,A
16463,Curso de Ingreso UNViMe,F,A
16464,Licenciatura en Enfermería,F,A
16465,Curso de Ingreso UNViMe,F,A
16466,Licenciatura en Enfermería,F,A
16467,Curso de Ingreso UNViMe,F,A
16468,Licenciatura en Economía,M,A
16469,Curso de Ingreso UNViMe,M,A
16470,Licenciatura en Diseño de Comunicación,F,A
16471,Curso de Ingreso UNViMe,F,A
16472,Programador Universitario de Sistemas,M,A
16473,Curso de Ingreso UNViMe,M,A
16474,Ingeniería en Sistemas de Información,M,A
16475,Curso de Ingreso UNViMe,M,A
16476,Licenciatura en Enfermería,F,A
16477,Curso de Ingreso UNViMe,F,A
16478,Licenciatura en Logística,M,A
16479,Curso de Ingreso UNViMe,M,A
16480,Licenciatura en Obstetricia,F,A
16481,Curso de Ingreso UNViMe,F,A
16482,Licenciatura en Obstetricia,F,A
16483,Curso de Ingreso UNViMe,F,A
16484,Licenciatura en Diseño de Comunicación,F,A
16485,Curso de Ingreso UNViMe,F,A
16486,Licenciatura en Obstetricia,F,A
16487,Curso de Ingreso UNViMe,F,A
16488,Licenciatura en Enfermería,F,A
16489,Tecnicatura Universitaria en Gestión Deportiva,M,A
16490,Curso de Ingreso UNViMe,M,A
16491,Licenciatura en Obstetricia,F,A
16492,Curso de Ingreso UNViMe,F,A
16493,Licenciatura en Logística,F,A
16494,Licenciatura en Kinesiología y Fisiatría,M,A
16495,Curso de Ingreso UNViMe,M,A
16496,Licenciatura en Obstetricia,F,A
16497,Curso de Ingreso UNViMe,F,A
16498,Programador Universitario de Sistemas,M,A
16499,Curso de Ingreso UNViMe,M,A
16500,Bioingeniería,F,A
16501,Curso de Ingreso UNViMe,F,A
16502,Licenciatura en Obstetricia,M,A
16503,Curso de Ingreso UNViMe,M,A
16504,Ingeniería en Sistemas de Información,F,A
16505,Curso de Ingreso UNViMe,F,A
16506,Licenciatura en Obstetricia,F,A
16507,Curso de Ingreso UNViMe,F,A
16508,Licenciatura en Enfermería,M,A
16509,Curso de Ingreso UNViMe,M,A
16510,Licenciatura en Enfermería,F,A
16511,Curso de Ingreso UNViMe,F,A
16512,Licenciatura en Enfermería,F,A
16513,Curso de Ingreso UNViMe,F,A
16514,Licenciatura en Enfermería,F,A
16515,Curso de Ingreso UNViMe,F,A
16516,Ingeniería en Sistemas de Información,F,A
16517,Curso de Ingreso UNViMe,F,A
16518,Ingeniería en Sistemas de Información,M,A
16519,Curso de Ingreso UNViMe,M,A
16520,Licenciatura en Diseño de Comunicación,F,A
16521,Curso de Ingreso UNViMe,F,A
16522,Licenciatura en Kinesiología y Fisiatría,F,A
16523,Curso de Ingreso UNViMe,F,A
16524,Licenciatura en Obstetricia,F,A
16525,Licenciatura en Enfermería,F,A
16526,Curso de Ingreso UNViMe,F,A
16527,Licenciatura en Kinesiología y Fisiatría,M,A
16528,Curso de Ingreso UNViMe,M,A
16530,Curso de Ingreso UNViMe,F,A
16531,Licenciatura en Obstetricia,F,A
16532,Licenciatura en Enfermería,F,A
16533,Curso de Ingreso UNViMe,F,A
16534,Profesorado de Educación Inicial,F,A
16535,Curso de Ingreso UNViMe,F,A
16536,Licenciatura en Obstetricia,F,A
16537,Curso de Ingreso UNViMe,F,A
16538,Ingeniería en Agroindustria,M,A
16539,Curso de Ingreso UNViMe,M,A
16540,Programador Universitario de Sistemas,F,A
16541,Curso de Ingreso UNViMe,F,A
16542,Profesorado de Educación Inicial,F,A
16543,Curso de Ingreso UNViMe,F,A
16544,Profesorado de Educación Inicial,F,A
16545,Ingeniería en Sistemas de Información,M,A
16546,Curso de Ingreso UNViMe,M,A
16547,Licenciatura en Enfermería,F,A
16548,Curso de Ingreso UNViMe,F,A
16549,Licenciatura en Enfermería,F,A
16550,Curso de Ingreso UNViMe,F,A
16551,Licenciatura en Diseño de Comunicación,F,A
16552,Curso de Ingreso UNViMe,F,A
16553,Bioingeniería,M,A
16554,Curso de Ingreso UNViMe,M,A
16555,Licenciatura en Obstetricia,F,A
16556,Curso de Ingreso UNViMe,F,A
16557,Licenciatura en Obstetricia,F,A
16558,Curso de Ingreso UNViMe,F,A
16560,Curso de Ingreso UNViMe,M,A
16561,Licenciatura en Kinesiología y Fisiatría,F,A
16562,Curso de Ingreso UNViMe,F,A
16563,Licenciatura en Kinesiología y Fisiatría,F,A
16564,Curso de Ingreso UNViMe,F,A
16565,Licenciatura en Kinesiología y Fisiatría,F,A
16566,Curso de Ingreso UNViMe,F,A
16567,Licenciatura en Enfermería,F,A
16568,Curso de Ingreso UNViMe,F,A
16569,Bioingeniería,F,A
16570,Curso de Ingreso UNViMe,F,A
16571,Licenciatura en Enfermería,M,A
16572,Curso de Ingreso UNViMe,M,A
16573,Licenciatura en Kinesiología y Fisiatría,F,A
16574,Curso de Ingreso UNViMe,F,A
16575,Licenciatura en Enfermería,F,A
16576,Curso de Ingreso UNViMe,F,A
16577,Licenciatura en Enfermería,F,A
16578,Curso de Ingreso UNViMe,F,A
16579,Licenciatura en Enfermería,F,A
16580,Curso de Ingreso UNViMe,F,A
16581,Licenciatura en Kinesiología y Fisiatría,F,A
16582,Curso de Ingreso UNViMe,F,A
16583,Licenciatura en Enfermería,F,A
16584,Licenciatura en Enfermería,F,A
16585,Curso de Ingreso UNViMe,F,A
16586,Tecnicatura Superior en Gestión Ambiental,F,A
16587,Curso de Ingreso UNViMe,F,A
16588,Licenciatura en Enfermería,F,A
16589,Curso de Ingreso UNViMe,F,A
16590,Licenciatura en Obstetricia,F,A
16591,Curso de Ingreso UNViMe,F,A
16592,Licenciatura en Enfermería,M,A
16593,Curso de Ingreso UNViMe,M,A
16594,Licenciatura en Obstetricia,F,A
16595,Curso de Ingreso UNViMe,F,A
16596,Licenciatura en Logística,M,A
16597,Curso de Ingreso UNViMe,M,A
16598,Licenciatura en Kinesiología y Fisiatría,F,A
16599,Curso de Ingreso UNViMe,F,A
16600,Licenciatura en Kinesiología y Fisiatría,M,A
16601,Curso de Ingreso UNViMe,M,A
16602,Ingeniería en Sistemas de Información,M,A
16603,Curso de Ingreso UNViMe,M,A
16604,Profesorado de Educación Inicial,F,A
16605,Curso de Ingreso UNViMe,F,A
16606,Licenciatura en Enfermería,F,A
16607,Curso de Ingreso UNViMe,F,A
16608,Licenciatura en Obstetricia,F,A
16609,Curso de Ingreso UNViMe,F,A
16610,Programador Universitario de Sistemas,M,A
16611,Curso de Ingreso UNViMe,M,A
16612,Licenciatura en Kinesiología y Fisiatría,M,A
16613,Curso de Ingreso UNViMe,M,A
16614,Licenciatura en Logística,F,A
16615,Curso de Ingreso UNViMe,F,A
16616,Programador Universitario de Sistemas,M,A
16617,Curso de Ingreso UNViMe,M,A
16618,Ingeniería en Sistemas de Información,F,A
16619,Curso de Ingreso UNViMe,F,A
16620,Licenciatura en Enfermería,F,A
16621,Licenciatura en Enfermería,F,A
16622,Licenciatura en Obstetricia,F,A
16623,Curso de Ingreso UNViMe,F,A
16624,Licenciatura en Enfermería,F,A
16625,Licenciatura en Enfermería,F,A
16626,Curso de Ingreso UNViMe,F,A
16627,Licenciatura en Enfermería,F,A
16628,Curso de Ingreso UNViMe,F,A
16629,Licenciatura en Economía,F,A
16630,Curso de Ingreso UNViMe,F,A
16631,Licenciatura en Kinesiología y Fisiatría,F,A
16632,Curso de Ingreso UNViMe,F,A
16633,Licenciatura en Kinesiología y Fisiatría,F,A
16634,Curso de Ingreso UNViMe,F,A
16635,Programador Universitario de Sistemas,M,A
16636,Curso de Ingreso UNViMe,M,A
16637,Licenciatura en Kinesiología y Fisiatría,F,A
16638,Curso de Ingreso UNViMe,F,A
16639,Licenciatura en Enfermería,F,A
16640,Curso de Ingreso UNViMe,F,A
16641,Ingeniería en Sistemas de Información,M,A
16642,Curso de Ingreso UNViMe,M,A
16643,Licenciatura en Kinesiología y Fisiatría,F,A
16644,Curso de Ingreso UNViMe,F,A
16645,Licenciatura en Obstetricia,F,A
16646,Curso de Ingreso UNViMe,F,A
16647,Licenciatura en Kinesiología y Fisiatría,M,A
16648,Licenciatura en Logística,F,A
16649,Curso de Ingreso UNViMe,F,A
16650,Licenciatura en Diseño de Comunicación,F,A
16651,Curso de Ingreso UNViMe,F,A
16652,Licenciatura en Kinesiología y Fisiatría,F,A
16653,Curso de Ingreso UNViMe,F,A
16654,Programador Universitario de Sistemas,M,A
16655,Curso de Ingreso UNViMe,M,A
16656,Profesorado de Educación Inicial,F,A
16657,Curso de Ingreso UNViMe,F,A
16658,Licenciatura en Logística,F,A
16659,Curso de Ingreso UNViMe,F,A
16660,Licenciatura en Enfermería,F,A
16661,Curso de Ingreso UNViMe,F,A
16662,Licenciatura en Enfermería,F,A
16663,Curso de Ingreso UNViMe,F,A
16664,Licenciatura en Enfermería,F,A
16665,Curso de Ingreso UNViMe,F,A
16666,Licenciatura en Kinesiología y Fisiatría,F,A
16667,Curso de Ingreso UNViMe,F,A
16668,Licenciatura en Enfermería,F,A
16669,Licenciatura en Enfermería,F,A
16670,Curso de Ingreso UNViMe,F,A
16671,Licenciatura en Kinesiología y Fisiatría,F,P
16672,Curso de Ingreso UNViMe,F,A
16673,Profesorado de Educación Inicial,F,A
16674,Curso de Ingreso UNViMe,F,A
16675,Ingeniería en Sistemas de Información,M,A
16676,Curso de Ingreso UNViMe,M,A
16677,Profesorado de Educación Inicial,F,A
16678,Curso de Ingreso UNViMe,F,A
16679,Licenciatura en Kinesiología y Fisiatría,M,A
16680,Curso de Ingreso UNViMe,M,A
16681,Licenciatura en Obstetricia,F,A
16682,Curso de Ingreso UNViMe,F,A
16683,Licenciatura en Enfermería,F,A
16684,Curso de Ingreso UNViMe,F,A
16685,Licenciatura en Diseño de Comunicación,M,A
16686,Curso de Ingreso UNViMe,M,A
16687,Licenciatura en Logística,F,A
16688,Licenciatura en Enfermería,F,A
16689,Curso de Ingreso UNViMe,F,A
16690,Licenciatura en Diseño de Comunicación,F,A
16691,Curso de Ingreso UNViMe,F,A
16692,Ingeniería en Sistemas de Información,M,A
16693,Licenciatura en Logística,M,A
16694,Licenciatura en Enfermería,F,A
16695,Curso de Ingreso UNViMe,F,A
16696,Licenciatura en Economía,F,A
16697,Curso de Ingreso UNViMe,F,A
16698,Programador Universitario de Sistemas,M,A
16699,Curso de Ingreso UNViMe,M,A
16700,Licenciatura en Kinesiología y Fisiatría,F,A
16701,Curso de Ingreso UNViMe,F,A
16702,Licenciatura en Kinesiología y Fisiatría,M,A
16703,Curso de Ingreso UNViMe,M,A
16704,Licenciatura en Enfermería,M,A
16705,Curso de Ingreso UNViMe,M,A
16706,Profesorado de Educación Inicial,F,A
16707,Profesorado de Educación Inicial,F,A
16708,Licenciatura en Obstetricia,F,A
16709,Curso de Ingreso UNViMe,F,A
16710,Licenciatura en Kinesiología y Fisiatría,F,A
16711,Curso de Ingreso UNViMe,F,A
16712,Ingeniería en Sistemas de Información,M,A
16713,Curso de Ingreso UNViMe,M,A
16714,Profesorado de Educación Inicial,F,A
16715,Programador Universitario de Sistemas,M,A
16716,Curso de Ingreso UNViMe,M,A
16717,Ingeniería en Sistemas de Información,M,A
16718,Curso de Ingreso UNViMe,M,A
16719,Licenciatura en Enfermería,F,A
16720,Licenciatura en Enfermería,F,A
16721,Curso de Ingreso UNViMe,F,A
16722,Profesorado de Educación Inicial,F,A
16723,Ingeniería en Sistemas de Información,M,A
16724,Curso de Ingreso UNViMe,M,A
16725,Ingeniería en Sistemas de Información,M,A
16726,Curso de Ingreso UNViMe,M,A
16727,Licenciatura en Enfermería,M,A
16728,Curso de Ingreso UNViMe,M,A
16729,Ingeniería en Sistemas de Información,M,A
16730,Curso de Ingreso UNViMe,M,A
16731,Licenciatura en Kinesiología y Fisiatría,M,A
16732,Curso de Ingreso UNViMe,M,A
16733,Licenciatura en Enfermería,F,A
16734,Curso de Ingreso UNViMe,F,A
16735,Licenciatura en Enfermería,F,A
16736,Curso de Ingreso UNViMe,F,A
16737,Licenciatura en Diseño de Comunicación,M,A
16738,Curso de Ingreso UNViMe,M,A
16739,Licenciatura en Diseño de Comunicación,M,P
16740,Curso de Ingreso UNViMe,M,A
16741,Profesorado de Educación Primaria,F,A
16742,Tecnicatura Superior en Gestión Ambiental,M,A
16743,Curso de Ingreso UNViMe,M,A
16744,Ingeniería en Sistemas de Información,M,A
16745,Curso de Ingreso UNViMe,M,A
16746,Profesorado de Educación Inicial,F,A
16747,Curso de Ingreso UNViMe,F,A
16748,Licenciatura en Enfermería,F,A
16749,Curso de Ingreso UNViMe,F,A
16750,Licenciatura en Enfermería,F,A
16751,Curso de Ingreso UNViMe,F,A
16752,Licenciatura en Enfermería,M,A
16753,Curso de Ingreso UNViMe,M,A
16754,Licenciatura en Diseño de Comunicación,M,A
16755,Curso de Ingreso UNViMe,M,A
16756,Licenciatura en Kinesiología y Fisiatría,F,A
16757,Curso de Ingreso UNViMe,F,A
16758,Tecnicatura Universitaria en Agroalimentos,F,A
16759,Curso de Ingreso UNViMe,F,A
16760,Licenciatura en Obstetricia,F,A
16761,Curso de Ingreso UNViMe,F,A
16762,Licenciatura en Diseño de Comunicación,F,A
16763,Curso de Ingreso UNViMe,F,A
16764,Licenciatura en Obstetricia,F,A
16765,Curso de Ingreso UNViMe,F,A
16766,Ingeniería en Sistemas de Información,M,A
16767,Curso de Ingreso UNViMe,M,A
16768,Programador Universitario de Sistemas,M,A
16769,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
16770,Curso de Ingreso UNViMe,M,A
16771,Licenciatura en Diseño de Comunicación,M,A
16772,Curso de Ingreso UNViMe,M,A
16773,Programador Universitario de Sistemas,M,A
16774,Curso de Ingreso UNViMe,M,A
16775,Bioingeniería,M,A
16776,Curso de Ingreso UNViMe,M,A
16777,Licenciatura en Enfermería,F,A
16778,Curso de Ingreso UNViMe,F,A
16779,Bioingeniería,F,A
16780,Curso de Ingreso UNViMe,F,A
16781,Ingeniería en Sistemas de Información,F,A
16782,Curso de Ingreso UNViMe,F,A
16783,Licenciatura en Kinesiología y Fisiatría,F,A
16784,Curso de Ingreso UNViMe,F,A
16785,Tecnicatura Universitaria en Gestión Deportiva,F,A
16786,Curso de Ingreso UNViMe,F,A
16787,Ingeniería en Sistemas de Información,F,A
16788,Curso de Ingreso UNViMe,F,A
16789,Profesorado de Educación Primaria,F,A
16790,Curso de Ingreso UNViMe,F,A
16791,Bioingeniería,M,A
16792,Curso de Ingreso UNViMe,M,A
16793,Ingeniería en Sistemas de Información,M,A
16794,Licenciatura en Obstetricia,F,A
16795,Curso de Ingreso UNViMe,F,A
16796,Ingeniería en Sistemas de Información,F,A
16797,Curso de Ingreso UNViMe,F,A
16798,Licenciatura en Enfermería,F,A
16799,Curso de Ingreso UNViMe,F,A
16800,Licenciatura en Kinesiología y Fisiatría,M,A
16801,Curso de Ingreso UNViMe,M,A
16802,Profesorado de Educación Primaria,F,A
16803,Curso de Ingreso UNViMe,F,A
16804,Licenciatura en Kinesiología y Fisiatría,F,A
16805,Curso de Ingreso UNViMe,F,A
16806,Licenciatura en Enfermería,F,A
16807,Curso de Ingreso UNViMe,F,A
16808,Licenciatura en Enfermería,F,A
16809,Curso de Ingreso UNViMe,F,A
16810,Licenciatura en Enfermería,F,A
16811,Curso de Ingreso UNViMe,F,A
16812,Tecnicatura Universitaria en Agroalimentos,F,A
16813,Curso de Ingreso UNViMe,F,A
16814,Bioingeniería,F,A
16815,Curso de Ingreso UNViMe,F,A
16817,Curso de Ingreso UNViMe,M,A
16819,Curso de Ingreso UNViMe,F,A
16820,Licenciatura en Kinesiología y Fisiatría,F,A
16821,Curso de Ingreso UNViMe,F,A
16824,Licenciatura en Enfermería,F,A
16825,Curso de Ingreso UNViMe,F,A
16826,Licenciatura en Enfermería,F,A
16827,Curso de Ingreso UNViMe,F,A
16828,Ingeniería en Sistemas de Información,M,A
16829,Curso de Ingreso UNViMe,M,A
16830,Licenciatura en Obstetricia,F,A
16831,Curso de Ingreso UNViMe,F,A
16832,Licenciatura en Obstetricia,F,A
16833,Curso de Ingreso UNViMe,F,A
16834,Licenciatura en Kinesiología y Fisiatría,M,A
16835,Curso de Ingreso UNViMe,M,A
16836,Licenciatura en Kinesiología y Fisiatría,F,A
16837,Curso de Ingreso UNViMe,F,A
16838,Programador Universitario de Sistemas,F,A
16839,Curso de Ingreso UNViMe,F,A
16840,Programador Universitario de Sistemas,M,A
16841,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
16842,Licenciatura en Kinesiología y Fisiatría,F,A
16843,Curso de Ingreso UNViMe,F,A
16844,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,A
16845,Licenciatura en Logística,M,A
16847,Curso de Ingreso UNViMe,F,A
16848,Ingeniería en Sistemas de Información,M,A
16849,Curso de Ingreso UNViMe,M,A
16850,Licenciatura en Enfermería,F,A
16851,Curso de Ingreso UNViMe,F,A
16852,Licenciatura en Enfermería,F,A
16853,Curso de Ingreso UNViMe,F,A
16854,Licenciatura en Kinesiología y Fisiatría,M,A
16855,Curso de Ingreso UNViMe,M,A
16856,Licenciatura en Enfermería,F,A
16857,Curso de Ingreso UNViMe,F,A
16858,Licenciatura en Logística,F,A
16859,Curso de Ingreso UNViMe,F,A
16860,Licenciatura en Enfermería,F,A
16861,Licenciatura en Obstetricia,F,A
16862,Curso de Ingreso UNViMe,F,A
16863,Licenciatura en Kinesiología y Fisiatría,M,A
16864,Curso de Ingreso UNViMe,M,A
16865,Licenciatura en Kinesiología y Fisiatría,F,A
16866,Curso de Ingreso UNViMe,F,A
16867,Licenciatura en Obstetricia,F,A
16868,Curso de Ingreso UNViMe,F,A
16869,Bioingeniería,F,A
16870,Curso de Ingreso UNViMe,F,A
16871,Curso de Ingreso UNViMe,F,A
16872,Bioingeniería,F,A
16873,Curso de Ingreso UNViMe,F,A
16874,Licenciatura en Kinesiología y Fisiatría,F,A
16875,Licenciatura en Enfermería,F,A
16876,Curso de Ingreso UNViMe,F,A
16877,Licenciatura en Enfermería,F,A
16878,Curso de Ingreso UNViMe,F,A
16879,Bioingeniería,M,A
16880,Curso de Ingreso UNViMe,M,A
16881,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,A
16882,Licenciatura en Enfermería,F,A
16883,Licenciatura en Obstetricia,F,A
16884,Curso de Ingreso UNViMe,F,A
16885,Ingeniería en Sistemas de Información,M,A
16886,Curso de Ingreso UNViMe,M,A
16887,Licenciatura en Logística,F,A
16888,Curso de Ingreso UNViMe,F,A
16889,Programador Universitario de Sistemas,M,A
16890,Curso de Ingreso UNViMe,M,A
16891,Licenciatura en Obstetricia,F,A
16892,Curso de Ingreso UNViMe,F,A
16893,Licenciatura en Enfermería,F,A
16894,Curso de Ingreso UNViMe,F,A
16895,Licenciatura en Diseño de Comunicación,F,A
16896,Curso de Ingreso UNViMe,F,A
16897,Bioingeniería,F,A
16898,Curso de Ingreso UNViMe,F,A
16900,Curso de Ingreso UNViMe,F,A
16901,Profesorado de Educación Inicial,F,A
16902,Licenciatura en Enfermería,F,A
16903,Curso de Ingreso UNViMe,F,A
16904,Licenciatura en Obstetricia,F,P
16906,Licenciatura en Kinesiología y Fisiatría,M,A
16907,Curso de Ingreso UNViMe,M,A
16908,Licenciatura en Economía,M,A
16909,Curso de Ingreso UNViMe,M,A
16910,Licenciatura en Enfermería,F,A
16911,Curso de Ingreso UNViMe,F,A
16912,Licenciatura en Kinesiología y Fisiatría,M,A
16913,Curso de Ingreso UNViMe,M,A
16914,Licenciatura en Enfermería,F,A
16915,Curso de Ingreso UNViMe,F,A
16916,Licenciatura en Enfermería,M,A
16917,Curso de Ingreso UNViMe,M,A
16918,Licenciatura en Enfermería,M,A
16919,Licenciatura en Logística,M,A
16920,Curso de Ingreso UNViMe,M,A
16921,Programador Universitario de Sistemas,M,A
16922,Curso de Ingreso UNViMe,M,A
16923,Licenciatura en Kinesiología y Fisiatría,F,A
16924,Curso de Ingreso UNViMe,F,A
16925,Licenciatura en Diseño de Comunicación,M,A
16926,Licenciatura en Obstetricia,F,A
16927,Curso de Ingreso UNViMe,F,A
16928,Licenciatura en Enfermería,F,A
16929,Curso de Ingreso UNViMe,F,A
16930,Licenciatura en Diseño de Comunicación,F,A
16931,Curso de Ingreso UNViMe,F,A
16932,Programador Universitario de Sistemas,M,A
16933,Licenciatura en Economía,M,A
16934,Licenciatura en Logística,M,A
16935,Curso de Ingreso UNViMe,M,A
16936,Licenciatura en Kinesiología y Fisiatría,F,A
16937,Curso de Ingreso UNViMe,F,A
16938,Licenciatura en Kinesiología y Fisiatría,F,A
16939,Curso de Ingreso UNViMe,F,A
16940,Licenciatura en Kinesiología y Fisiatría,F,A
16941,Curso de Ingreso UNViMe,F,A
16942,Licenciatura en Kinesiología y Fisiatría,F,A
16943,Curso de Ingreso UNViMe,F,A
16944,Licenciatura en Kinesiología y Fisiatría,F,A
16945,Curso de Ingreso UNViMe,F,A
16946,Licenciatura en Kinesiología y Fisiatría,F,A
16947,Curso de Ingreso UNViMe,F,A
16948,Licenciatura en Obstetricia,F,A
16949,Curso de Ingreso UNViMe,F,A
16950,Licenciatura en Obstetricia,F,A
16951,Licenciatura en Obstetricia,F,A
16952,Curso de Ingreso UNViMe,F,A
16953,Licenciatura en Kinesiología y Fisiatría,F,A
16954,Curso de Ingreso UNViMe,F,A
16955,Licenciatura en Kinesiología y Fisiatría,F,A
16956,Curso de Ingreso UNViMe,F,A
16957,Ingeniería en Sistemas de Información,M,A
16958,Curso de Ingreso UNViMe,M,A
16959,Ingeniería en Sistemas de Información,M,A
16960,Curso de Ingreso UNViMe,M,A
16961,Licenciatura en Obstetricia,F,A
16962,Curso de Ingreso UNViMe,F,A
16963,Profesorado de Educación Inicial,F,A
16964,Curso de Ingreso UNViMe,F,A
16965,Licenciatura en Kinesiología y Fisiatría,M,A
16966,Licenciatura en Enfermería,F,A
16967,Curso de Ingreso UNViMe,F,A
16968,Licenciatura en Enfermería,M,A
16969,Licenciatura en Enfermería,F,A
16970,Licenciatura en Enfermería,F,A
16971,Tecnicatura Universitaria en Gestión Deportiva,F,A
16972,Curso de Ingreso UNViMe,F,A
16973,Licenciatura en Kinesiología y Fisiatría,F,A
16974,Curso de Ingreso UNViMe,F,A
16975,Licenciatura en Enfermería,F,A
16976,Licenciatura en Logística,M,A
16977,Curso de Ingreso UNViMe,M,A
16978,Ingeniería en Sistemas de Información,M,A
16979,Curso de Ingreso UNViMe,M,A
16980,Licenciatura en Obstetricia,F,A
16981,Curso de Ingreso UNViMe,F,A
16982,Licenciatura en Kinesiología y Fisiatría,M,A
16983,Curso de Ingreso UNViMe,M,A
16984,Programador Universitario de Sistemas,M,A
16985,Curso de Ingreso UNViMe,M,A
16986,Ingeniería en Sistemas de Información,F,A
16987,Curso de Ingreso UNViMe,F,A
16988,Ingeniería en Sistemas de Información,F,A
16989,Curso de Ingreso UNViMe,F,A
16990,Licenciatura en Logística,F,A
16991,Programador Universitario de Sistemas,M,A
16992,Bioingeniería,F,A
16993,Curso de Ingreso UNViMe,F,A
16994,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
16995,Curso de Ingreso UNViMe,F,A
16996,Ingeniería en Sistemas de Información,M,A
16997,Curso de Ingreso UNViMe,M,A
16998,Licenciatura en Diseño de Comunicación,M,A
16999,Curso de Ingreso UNViMe,M,A
17000,Licenciatura en Kinesiología y Fisiatría,M,A
17001,Curso de Ingreso UNViMe,M,A
17002,Profesorado de Educación Inicial,F,A
17003,Curso de Ingreso UNViMe,F,A
17004,Programador Universitario de Sistemas,M,A
17005,Curso de Ingreso UNViMe,M,A
17006,Licenciatura en Enfermería,F,A
17007,Curso de Ingreso UNViMe,F,A
17008,Profesorado de Educación Inicial,F,A
17009,Curso de Ingreso UNViMe,F,A
17010,Programador Universitario de Sistemas,M,A
17011,Curso de Ingreso UNViMe,M,A
17012,Ingeniería en Sistemas de Información,M,A
17013,Curso de Ingreso UNViMe,M,A
17014,Profesorado de Educación Inicial,F,A
17015,Curso de Ingreso UNViMe,F,A
17016,Licenciatura en Enfermería,F,A
17017,Licenciatura en Logística,F,A
17018,Curso de Ingreso UNViMe,F,A
17019,Profesorado de Educación Inicial,M,A
